model	compare	trainAUC	trainCI1	trainCI2	train_threshold	train_sensitivity	train_specificity	train_accuracy	testAUC	testCI1	testCI2	test_threshold	test_sensitivity	test_specificity	test_accuracy
0.5*Lasso+0.5*XGBoost	Fungi_vs_Cancer	1	1	1	0.507811085642113	1	1	1	0.838164251207729	0.737286534863484	0.939041967551975	0.352597538170077	0.833333333333333	0.695652173913043	0.779661016949153
0.6*Lasso+0.4*XGBoost	Fungi_vs_Cancer	1	1	1	0.499682131744981	1	1	1	0.841787439613527	0.741263809051236	0.942311070175818	0.262598789236041	0.916666666666667	0.608695652173913	0.796610169491525
0.7*Lasso+0.3*XGBoost	Fungi_vs_Cancer	1	1	1	0.482018299792031	1	1	1	0.842995169082126	0.742885518821403	0.943104819342848	0.2028416222181	0.916666666666667	0.608695652173913	0.796610169491525
0.8*Lasso+0.2*XGBoost	Fungi_vs_Cancer	1	1	1	0.464475238987672	1	1	1	0.852657004830918	0.754239389165376	0.95107462049646	0.142918558726729	0.972222222222222	0.565217391304348	0.813559322033898
0.9*Lasso+0.1*XGBoost	Fungi_vs_Cancer	1	1	1	0.457932141798214	1	1	1	0.844202898550725	0.741508432108558	0.946897364992892	0.0877104408931273	0.972222222222222	0.565217391304348	0.813559322033898
Lasso	Fungi_vs_Cancer	1	1	1	0.451389044608756	1	1	1	0.830917874396135	0.7210318557681	0.94080389302417	0.732112499751212	0.694444444444444	0.826086956521739	0.745762711864407
XGBoost	TB_vs_Cancer	0.939325419257584	0.895837444108234	0.982813394406934	0.515547531843185	0.919540229885057	0.901639344262295	0.912162162162162	0.777777777777778	0.656504122415439	0.899051433140116	0.524917006492615	0.833333333333333	0.68	0.770491803278688
0.1*Lasso+0.9*XGBoost	TB_vs_Cancer	0.97399660825325	0.952208572396427	0.995784644110074	0.542292292402406	0.919540229885057	0.950819672131147	0.932432432432432	0.856666666666667	0.762064790138378	0.951268543194955	0.404256862336549	0.972222222222222	0.6	0.819672131147541
0.2*Lasso+0.8*XGBoost	TB_vs_Cancer	0.980780101752402	0.962581981365619	0.998978222139186	0.520877932140754	0.954022988505747	0.934426229508197	0.945945945945946	0.872222222222222	0.783542876951982	0.960901567492462	0.436303373649929	0.972222222222222	0.64	0.836065573770492
0.3*Lasso+0.7*XGBoost	TB_vs_Cancer	0.97983794987752	0.962189825614079	0.997486074140961	0.543339249831677	0.942528735632184	0.934426229508197	0.939189189189189	0.884444444444444	0.799921282541092	0.968967606347797	0.593290675605775	0.777777777777778	0.84	0.80327868852459
0.4*Lasso+0.6*XGBoost	TB_vs_Cancer	0.977388355002827	0.959522019341722	0.995254690663931	0.54959521594986	0.931034482758621	0.934426229508197	0.932432432432432	0.888888888888889	0.805433269779024	0.972344507998754	0.497503902271774	0.916666666666667	0.72	0.836065573770492
0.5*Lasso+0.5*XGBoost	TB_vs_Cancer	0.97399660825325	0.954899519027195	0.993093697479306	0.58378031843085	0.885057471264368	0.950819672131147	0.912162162162162	0.888888888888889	0.803953858987877	0.973823918789901	0.591760910137912	0.833333333333333	0.8	0.819672131147541
0.6*Lasso+0.4*XGBoost	TB_vs_Cancer	0.972112304503486	0.952066299677943	0.992158309329029	0.508452891526602	0.954022988505747	0.868852459016393	0.918918918918919	0.89	0.804791144056881	0.975208855943119	0.585100859977526	0.861111111111111	0.8	0.836065573770492
0.7*Lasso+0.3*XGBoost	TB_vs_Cancer	0.967778405879028	0.945698032215628	0.989858779542428	0.681111648318063	0.839080459770115	0.967213114754098	0.891891891891892	0.887777777777778	0.800255088196356	0.975300467359199	0.594526471403666	0.861111111111111	0.8	0.836065573770492
0.8*Lasso+0.2*XGBoost	TB_vs_Cancer	0.96551724137931	0.942200787626211	0.988833695132409	0.701825789695003	0.839080459770115	0.967213114754098	0.891891891891892	0.887777777777778	0.799471921352955	0.9760836342026	0.441088397265857	0.972222222222222	0.68	0.852459016393443
0.9*Lasso+0.1*XGBoost	TB_vs_Cancer	0.960994912379876	0.935329218125597	0.986660606634154	0.745050972395465	0.804597701149425	0.983606557377049	0.878378378378378	0.884444444444444	0.794540089969212	0.974348798919677	0.438944940225838	0.972222222222222	0.68	0.852459016393443
Lasso	TB_vs_Cancer	0.958356887130205	0.931466700651994	0.985247073608417	0.724957495356112	0.839080459770115	0.934426229508197	0.878378378378378	0.888888888888889	0.80022259616436	0.977555181613418	0.547923332286395	0.916666666666667	0.76	0.852459016393443
XGBoost	Infection_vs_Cancer	0.785343368924675	0.72321026513853	0.84747647271082	0.441295690834522	0.827586206896552	0.746192893401015	0.77112676056338	0.635670731707317	0.536433047232616	0.734908416182018	0.382661208510399	0.638888888888889	0.682926829268293	0.669491525423729
0.1*Lasso+0.9*XGBoost	Infection_vs_Cancer	0.892642511231694	0.855543296891875	0.929741725571512	0.450779599095721	0.850574712643678	0.817258883248731	0.827464788732394	0.734756097560976	0.639210289333984	0.830301905787967	0.358826123953393	0.916666666666667	0.585365853658537	0.686440677966102
0.2*Lasso+0.8*XGBoost	Infection_vs_Cancer	0.934535270435848	0.907227625509795	0.961842915361901	0.44163999393538	0.896551724137931	0.857868020304569	0.869718309859155	0.759146341463415	0.66528585548445	0.853006827442379	0.344937579394442	0.916666666666667	0.609756097560976	0.703389830508475
0.3*Lasso+0.7*XGBoost	Infection_vs_Cancer	0.950172122060797	0.927376538004122	0.972967706117472	0.413148941611752	0.919540229885057	0.847715736040609	0.869718309859155	0.776761517615176	0.684387801259129	0.869135233971223	0.331049034835491	0.861111111111111	0.609756097560976	0.686440677966102
0.4*Lasso+0.6*XGBoost	Infection_vs_Cancer	0.957173697415252	0.936969029719786	0.977378365110718	0.386425655038381	0.931034482758621	0.847715736040609	0.873239436619718	0.787262872628726	0.695650012925176	0.878875732332277	0.330527810494031	0.833333333333333	0.658536585365854	0.711864406779661
0.5*Lasso+0.5*XGBoost	Infection_vs_Cancer	0.958457319563568	0.938624083737939	0.978290555389198	0.389005760112193	0.896551724137931	0.893401015228426	0.894366197183099	0.79810298102981	0.707483395238756	0.888722566820864	0.303745133581491	0.861111111111111	0.670731707317073	0.728813559322034
0.6*Lasso+0.4*XGBoost	Infection_vs_Cancer	0.9574070832604	0.937134587139253	0.977679579381547	0.355234401309836	0.931034482758621	0.852791878172589	0.876760563380282	0.800135501355014	0.709346664231116	0.890924338478911	0.416688952211841	0.638888888888889	0.878048780487805	0.805084745762712
0.7*Lasso+0.3*XGBoost	Infection_vs_Cancer	0.95396464204446	0.932306285339081	0.975622998749839	0.332448950154738	0.942528735632184	0.83248730964467	0.866197183098592	0.79979674796748	0.708374955340814	0.891218540594145	0.399720764091754	0.638888888888889	0.878048780487805	0.805084745762712
0.8*Lasso+0.2*XGBoost	Infection_vs_Cancer	0.951922515899411	0.929446526524784	0.974398505274037	0.315162815176568	0.931034482758621	0.83248730964467	0.862676056338028	0.798441734417344	0.70610243116091	0.890781037673778	0.299693914999993	0.75	0.768292682926829	0.76271186440678
0.9*Lasso+0.1*XGBoost	Infection_vs_Cancer	0.949530310986639	0.926132807188235	0.972927814785043	0.334946140980715	0.896551724137931	0.852791878172589	0.866197183098592	0.794715447154472	0.701472581658406	0.887958312650537	0.281342486340465	0.75	0.768292682926829	0.76271186440678
Lasso	Infection_vs_Cancer	0.946321255615847	0.921820342805259	0.970822168426435	0.275880615127088	0.919540229885057	0.822335025380711	0.852112676056338	0.795392953929539	0.702332556885696	0.888453350973383	0.238625947042931	0.777777777777778	0.75609756097561	0.76271186440678
SVM	Bacteria_vs_Cancer	0.800718390804598	0.732017487942138	0.869419293667058	0.396902025255043	0.724137931034483	0.8375	0.778443113772455	0.769607843137255	0.657589642933318	0.881626043341192	0.468385350745174	0.638888888888889	0.882352941176471	0.757142857142857
0.1*RF+0.9*SVM	Bacteria_vs_Cancer	0.821264367816092	0.757300315194307	0.885228420437877	0.37916513597648	0.701149425287356	0.8625	0.778443113772455	0.781045751633987	0.672783633381533	0.889307869886441	0.469721310743213	0.638888888888889	0.882352941176471	0.757142857142857
0.2*RF+0.8*SVM	Bacteria_vs_Cancer	0.836781609195402	0.776573755801475	0.89698946258933	0.39867892598262	0.701149425287356	0.8625	0.778443113772455	0.797385620915033	0.69375331837157	0.901017923458496	0.376350158389356	0.611111111111111	0.911764705882353	0.757142857142857
0.3*RF+0.7*SVM	Bacteria_vs_Cancer	0.852011494252874	0.795638198146879	0.908384790358869	0.321965579708446	0.632183908045977	0.95	0.784431137724551	0.80718954248366	0.705873765365923	0.908505319601397	0.389445070443932	0.638888888888889	0.911764705882353	0.771428571428571
0.4*RF+0.6*SVM	Bacteria_vs_Cancer	0.865373563218391	0.812716775069297	0.918030351367485	0.340631473957349	0.632183908045977	0.95	0.784431137724551	0.821895424836601	0.724412531559413	0.919378318113789	0.405288824445502	0.638888888888889	0.911764705882353	0.771428571428571
0.5*RF+0.5*SVM	Bacteria_vs_Cancer	0.875718390804598	0.825773559718197	0.925663221890998	0.399414035686001	0.701149425287356	0.9	0.796407185628742	0.839052287581699	0.745767876155946	0.932336699007453	0.544022430843809	0.722222222222222	0.823529411764706	0.771428571428571
0.6*RF+0.4*SVM	Bacteria_vs_Cancer	0.882183908045977	0.833776791059549	0.930591025032405	0.4267967945512	0.724137931034483	0.9	0.808383233532934	0.845588235294118	0.753662934154943	0.937513536433292	0.696677109201209	0.972222222222222	0.588235294117647	0.785714285714286
0.7*RF+0.3*SVM	Bacteria_vs_Cancer	0.888649425287356	0.84156140124729	0.935737449327423	0.45050633110079	0.770114942528736	0.875	0.820359281437126	0.854575163398693	0.765021876091137	0.944128450706249	0.667688415179737	0.944444444444444	0.617647058823529	0.785714285714286
0.8*RF+0.2*SVM	Bacteria_vs_Cancer	0.891666666666667	0.845019620143991	0.938313713189343	0.47874584487103	0.804597701149425	0.8625	0.832335329341317	0.854575163398693	0.764758650149118	0.944391676648268	0.658968148301974	0.944444444444444	0.647058823529412	0.8
0.9*RF+0.1*SVM	Bacteria_vs_Cancer	0.891954022988506	0.845393563077674	0.938514482899338	0.494805167303779	0.816091954022989	0.825	0.820359281437126	0.852124183006536	0.760673543027049	0.943574822986023	0.642901732881146	0.944444444444444	0.647058823529412	0.8
RF	Bacteria_vs_Cancer	0.890373563218391	0.843039578270603	0.937707548166178	0.475160277777778	0.793103448275862	0.8625	0.826347305389222	0.85702614379085	0.765571862588791	0.948480424992909	0.472034523809524	0.75	0.882352941176471	0.814285714285714
SVM	Fungi_vs_Cancer	0.826149425287356	0.760415138633641	0.891883711941071	0.650028301964155	0.724137931034483	0.767857142857143	0.741258741258741	0.67512077294686	0.535363321095073	0.814878224798647	0.647514732650349	0.5	0.869565217391304	0.644067796610169
0.1*RF+0.9*SVM	Fungi_vs_Cancer	0.849343185550082	0.788755553676126	0.909930817424038	0.65947022097663	0.735632183908046	0.839285714285714	0.776223776223776	0.695652173913043	0.559427022758628	0.831877325067459	0.643572922573303	0.527777777777778	0.869565217391304	0.661016949152542
0.2*RF+0.8*SVM	Fungi_vs_Cancer	0.866995073891626	0.81067428371085	0.923315864072401	0.649319528362393	0.770114942528736	0.839285714285714	0.797202797202797	0.710144927536232	0.576065542901895	0.844224312170568	0.686326869331414	0.5	0.91304347826087	0.661016949152542
0.3*RF+0.7*SVM	Fungi_vs_Cancer	0.887110016420361	0.835311190479288	0.938908842361435	0.661093387374104	0.735632183908046	0.892857142857143	0.797202797202797	0.72463768115942	0.593670827075174	0.855604535243666	0.57140139969977	0.694444444444444	0.782608695652174	0.728813559322034
0.4*RF+0.6*SVM	Fungi_vs_Cancer	0.904146141215107	0.856328307723655	0.951963974706558	0.66542835533024	0.735632183908046	0.928571428571429	0.811188811188811	0.751207729468599	0.626081628627688	0.87633383030951	0.631809636213581	0.611111111111111	0.869565217391304	0.711864406779661
0.5*RF+0.5*SVM	Fungi_vs_Cancer	0.916666666666667	0.87115916207201	0.962174171261323	0.597561486113456	0.827586206896552	0.857142857142857	0.839160839160839	0.781400966183575	0.663379054654601	0.899422877712548	0.665268054719437	0.638888888888889	0.91304347826087	0.745762711864407
0.6*RF+0.4*SVM	Fungi_vs_Cancer	0.923850574712644	0.878949293629752	0.968751855795536	0.621661171508537	0.816091954022989	0.910714285714286	0.853146853146853	0.800724637681159	0.688133826293383	0.913315449068936	0.657304493155437	0.638888888888889	0.91304347826087	0.745762711864407
0.7*RF+0.3*SVM	Fungi_vs_Cancer	0.924055829228243	0.87866518528425	0.969446473172236	0.56224774186172	0.908045977011494	0.803571428571429	0.867132867132867	0.805555555555556	0.694192906651202	0.916918204459909	0.666965526035174	0.611111111111111	0.956521739130435	0.745762711864407
0.8*RF+0.2*SVM	Fungi_vs_Cancer	0.914819376026273	0.866464400976568	0.963174351075977	0.644745615309603	0.781609195402299	0.928571428571429	0.839160839160839	0.822463768115942	0.716001522910351	0.928926013321534	0.703769515466162	0.583333333333333	1	0.745762711864407
0.9*RF+0.1*SVM	Fungi_vs_Cancer	0.9061986863711	0.855168500804815	0.957228871937385	0.659851728144768	0.770114942528736	0.946428571428571	0.839160839160839	0.834541062801932	0.731512823908173	0.937569301695692	0.661641600460907	0.694444444444444	0.91304347826087	0.779661016949153
RF	Fungi_vs_Cancer	0.89059934318555	0.835287222739324	0.945911463631777	0.628388650793651	0.793103448275862	0.875	0.825174825174825	0.829710144927536	0.72251020687257	0.936910082982502	0.6473	0.777777777777778	0.869565217391304	0.813559322033898
SVM	TB_vs_Cancer	0.912568306010929	0.868532299995159	0.956604312026698	0.510420933600322	0.896551724137931	0.786885245901639	0.851351351351351	0.715555555555556	0.588369597533733	0.842741513577379	0.85069705315918	0.472222222222222	0.92	0.655737704918033
0.1*RF+0.9*SVM	TB_vs_Cancer	0.920859242509893	0.879235270037563	0.962483214982222	0.595153135131865	0.816091954022989	0.885245901639344	0.844594594594595	0.751111111111111	0.630670765040562	0.87155145718166	0.626978722204621	0.694444444444444	0.72	0.704918032786885
0.2*RF+0.8*SVM	TB_vs_Cancer	0.92839645750895	0.889243195897446	0.967549719120455	0.59172345431457	0.850574712643678	0.885245901639344	0.864864864864865	0.774444444444444	0.658314797138932	0.890574091749957	0.583396346844396	0.805555555555556	0.68	0.754098360655738
0.3*RF+0.7*SVM	TB_vs_Cancer	0.934049368758244	0.89684896443992	0.971249773076567	0.572140691338974	0.873563218390805	0.868852459016393	0.871621621621622	0.784444444444444	0.670703614489706	0.898185274399182	0.577578402415771	0.833333333333333	0.68	0.770491803278688
0.4*RF+0.6*SVM	TB_vs_Cancer	0.938194837007726	0.902572153262112	0.973817520753339	0.603808101453488	0.827586206896552	0.918032786885246	0.864864864864865	0.798888888888889	0.68900763362483	0.908770144152948	0.818992525484634	0.5	1	0.704918032786885
0.5*RF+0.5*SVM	TB_vs_Cancer	0.940832862257396	0.905953939104828	0.975711785409963	0.619430039208232	0.816091954022989	0.950819672131147	0.871621621621622	0.813333333333333	0.7079540326237	0.918712634042967	0.80749522626365	0.527777777777778	1	0.721311475409836
0.6*RF+0.4*SVM	TB_vs_Cancer	0.94007914075749	0.904960707943385	0.975197573571595	0.628507039146057	0.816091954022989	0.950819672131147	0.871621621621622	0.836666666666667	0.738436220166422	0.934897113166912	0.795997927042666	0.527777777777778	1	0.721311475409836
0.7*RF+0.3*SVM	TB_vs_Cancer	0.942340305257207	0.90816292212946	0.976517688384955	0.646386980456648	0.816091954022989	0.967213114754098	0.878378378378378	0.852222222222222	0.759857664256465	0.944586780187979	0.750658942112155	0.583333333333333	0.96	0.737704918032787
0.8*RF+0.2*SVM	TB_vs_Cancer	0.941775014132278	0.907808830371521	0.975741197893035	0.640356247867552	0.816091954022989	0.950819672131147	0.871621621621622	0.865555555555556	0.778261974478382	0.95284913663273	0.728439929698148	0.638888888888889	0.96	0.770491803278688
0.9*RF+0.1*SVM	TB_vs_Cancer	0.938948558507631	0.903486531921979	0.974410585093283	0.634228662712436	0.816091954022989	0.950819672131147	0.871621621621622	0.88	0.798700544896609	0.961299455103391	0.748917939946487	0.638888888888889	1	0.786885245901639
RF	TB_vs_Cancer	0.932165065008479	0.89421131744974	0.970118812567218	0.609284476911977	0.827586206896552	0.901639344262295	0.858108108108108	0.89	0.813026904614655	0.966973095385345	0.735608730158731	0.666666666666667	1	0.80327868852459
SVM	Infection_vs_Cancer	0.831378726880215	0.779564576362618	0.883192877397812	0.343210568611441	0.758620689655172	0.817258883248731	0.799295774647887	0.60619918699187	0.492766733107405	0.719631640876335	0.196298331094774	0.555555555555556	0.670731707317073	0.635593220338983
0.1*RF+0.9*SVM	Infection_vs_Cancer	0.84444833420853	0.795111231974449	0.893785436442611	0.354782795400453	0.758620689655172	0.847715736040609	0.820422535211268	0.633468834688347	0.521810104528343	0.745127564848351	0.215199876952272	0.583333333333333	0.707317073170732	0.669491525423729
0.2*RF+0.8*SVM	Infection_vs_Cancer	0.857926366765856	0.81104744896886	0.904805284562852	0.358175201551095	0.758620689655172	0.862944162436548	0.830985915492958	0.66260162601626	0.554513464007981	0.77068978802454	0.18627424128122	0.666666666666667	0.609756097560976	0.627118644067797
0.3*RF+0.7*SVM	Infection_vs_Cancer	0.870179123636151	0.825859820646759	0.914498426625543	0.35617649455698	0.758620689655172	0.873096446700508	0.838028169014085	0.686653116531165	0.582045863011533	0.791260370050798	0.257757574927479	0.527777777777778	0.780487804878049	0.703389830508475
0.4*RF+0.6*SVM	Infection_vs_Cancer	0.881031565435556	0.838808960259177	0.923254170611935	0.37193978503984	0.758620689655172	0.883248730964467	0.845070422535211	0.709349593495935	0.607878952770112	0.810820234221758	0.276106903588975	0.527777777777778	0.804878048780488	0.720338983050847
0.5*RF+0.5*SVM	Infection_vs_Cancer	0.891475582005951	0.851651745026134	0.931299418985768	0.345632111482333	0.804597701149425	0.842639593908629	0.830985915492958	0.736449864498645	0.639969108341838	0.832930620655452	0.163053813720545	0.888888888888889	0.475609756097561	0.601694915254237
0.6*RF+0.4*SVM	Infection_vs_Cancer	0.898477157360406	0.860144696183613	0.936809618537199	0.316556894651645	0.885057471264368	0.781725888324873	0.813380281690141	0.757452574525745	0.664199910661149	0.850705238390341	0.17342051368485	0.916666666666667	0.5	0.627118644067797
0.7*RF+0.3*SVM	Infection_vs_Cancer	0.902269677344069	0.865126631532982	0.939412723155156	0.326103876154632	0.873563218390805	0.791878172588833	0.816901408450704	0.776761517615176	0.687094590378873	0.866428444851479	0.170447621663339	0.972222222222222	0.463414634146341	0.61864406779661
0.8*RF+0.2*SVM	Infection_vs_Cancer	0.898652196744267	0.861665906108916	0.935638487379619	0.289574683280226	0.942528735632184	0.730964467005076	0.795774647887324	0.797425474254743	0.711831325564712	0.883019622944774	0.187532094855049	0.972222222222222	0.524390243902439	0.661016949152542
0.9*RF+0.1*SVM	Infection_vs_Cancer	0.890425345702783	0.852586683877442	0.928264007528124	0.304836850948683	0.919540229885057	0.761421319796954	0.809859154929577	0.808943089430894	0.72683979633131	0.891046382530479	0.199839021668875	0.972222222222222	0.573170731707317	0.694915254237288
RF	Infection_vs_Cancer	0.876363848532587	0.836481266412031	0.916246430653142	0.318214801587302	0.873563218390805	0.756345177664975	0.792253521126761	0.817411924119241	0.736882674361234	0.897941173877249	0.20260753968254	0.972222222222222	0.573170731707317	0.694915254237288
XGBoost	Bacteria_vs_Cancer	0.871120689655172	0.81816584971309	0.924075529597255	0.49421768784523	0.804597701149425	0.825	0.81437125748503	0.659722222222222	0.532611496283082	0.786832948161363	0.574377059936523	0.694444444444444	0.617647058823529	0.657142857142857
0.1*RF+0.9*XGBoost	Bacteria_vs_Cancer	0.902155172413793	0.858017823463581	0.946292521364005	0.496714164093684	0.839080459770115	0.85	0.844311377245509	0.731209150326797	0.612592525322752	0.849825775330843	0.561065337431241	0.75	0.705882352941177	0.728571428571429
0.2*RF+0.8*XGBoost	Bacteria_vs_Cancer	0.917528735632184	0.877505108462684	0.957552362801684	0.484289417174203	0.839080459770115	0.8875	0.862275449101796	0.756535947712418	0.64234044242235	0.870731453002486	0.566486266689603	0.805555555555556	0.676470588235294	0.742857142857143
0.3*RF+0.7*XGBoost	Bacteria_vs_Cancer	0.926724137931034	0.889240585066269	0.9642076907958	0.472141026642799	0.839080459770115	0.9	0.868263473053892	0.782679738562091	0.673637237770142	0.891722239354041	0.563371611508982	0.805555555555556	0.705882352941177	0.757142857142857
0.4*RF+0.6*XGBoost	Bacteria_vs_Cancer	0.92801724137931	0.891078463233191	0.964956019525429	0.451389627989337	0.758620689655172	0.9625	0.856287425149701	0.800653594771242	0.695586663822654	0.90572052571983	0.573206207158679	0.861111111111111	0.676470588235294	0.771428571428571
0.5*RF+0.5*XGBoost	Bacteria_vs_Cancer	0.923275862068966	0.885127708782514	0.961424015355417	0.455299614994904	0.770114942528736	0.9375	0.850299401197605	0.821078431372549	0.720850423177012	0.921306439568086	0.550497173353604	0.805555555555556	0.735294117647059	0.771428571428571
0.6*RF+0.4*XGBoost	Bacteria_vs_Cancer	0.915804597701149	0.875355419852209	0.95625377555009	0.433353687194188	0.747126436781609	0.95	0.844311377245509	0.833333333333333	0.736145616954088	0.930521049712579	0.537128221089953	0.805555555555556	0.764705882352941	0.785714285714286
0.7*RF+0.3*XGBoost	Bacteria_vs_Cancer	0.911781609195402	0.870280947029209	0.953282271361595	0.431618658139414	0.747126436781609	0.925	0.832335329341317	0.840686274509804	0.745986569613939	0.935385979405669	0.526392589726448	0.777777777777778	0.794117647058823	0.785714285714286
0.8*RF+0.2*XGBoost	Bacteria_vs_Cancer	0.905459770114942	0.862219207565151	0.948700332664734	0.429814286608212	0.747126436781609	0.9125	0.826347305389222	0.850490196078431	0.758000456306368	0.942979935850495	0.51434029791287	0.777777777777778	0.794117647058823	0.785714285714286
0.9*RF+0.1*XGBoost	Bacteria_vs_Cancer	0.897701149425287	0.852364765777171	0.943037533073404	0.480966365538938	0.793103448275862	0.85	0.820359281437126	0.852124183006536	0.759896297946386	0.944352068066686	0.473821970061234	0.75	0.852941176470588	0.8
RF	Bacteria_vs_Cancer	0.890373563218391	0.843039578270603	0.937707548166178	0.475160277777778	0.793103448275862	0.8625	0.826347305389222	0.85702614379085	0.765571862588791	0.948480424992909	0.472034523809524	0.75	0.882352941176471	0.814285714285714
XGBoost	Fungi_vs_Cancer	0.903530377668309	0.849175463820162	0.957885291516456	0.577595695853233	0.793103448275862	0.928571428571429	0.846153846153846	0.631038647342995	0.483030331372771	0.779046963313219	0.589987516403198	0.722222222222222	0.608695652173913	0.677966101694915
0.1*RF+0.9*XGBoost	Fungi_vs_Cancer	0.938218390804598	0.9022914338988	0.974145347710396	0.570888603291353	0.793103448275862	0.928571428571429	0.846153846153846	0.727053140096618	0.596862295712919	0.857243984480318	0.617662215383923	0.638888888888889	0.739130434782609	0.677966101694915
0.2*RF+0.8*XGBoost	Fungi_vs_Cancer	0.949096880131363	0.917546655957379	0.980647104305346	0.563025808864654	0.816091954022989	0.910714285714286	0.853146853146853	0.759661835748792	0.636216634831875	0.88310703666571	0.637980020376539	0.583333333333333	0.869565217391304	0.694915254237288
0.3*RF+0.7*XGBoost	Fungi_vs_Cancer	0.952175697865353	0.921499967869927	0.982851427860779	0.514625903356212	0.931034482758621	0.821428571428571	0.888111888111888	0.782608695652174	0.664542584356243	0.900674806948104	0.627324134892963	0.666666666666667	0.826086956521739	0.728813559322034
0.4*RF+0.6*XGBoost	Fungi_vs_Cancer	0.949096880131363	0.916601410093083	0.981592350169643	0.533501373386943	0.919540229885057	0.857142857142857	0.895104895104895	0.792270531400966	0.676187064621175	0.908353998180758	0.624946074141321	0.694444444444444	0.826086956521739	0.745762711864407
0.5*RF+0.5*XGBoost	Fungi_vs_Cancer	0.943349753694581	0.907910306826619	0.978789200562544	0.514768070374481	0.954022988505747	0.821428571428571	0.902097902097902	0.809178743961353	0.697107927541188	0.921249560381517	0.641725657576606	0.722222222222222	0.869565217391304	0.779661016949153
0.6*RF+0.4*XGBoost	Fungi_vs_Cancer	0.93431855500821	0.894771727270382	0.973865382746038	0.525188512714931	0.942528735632184	0.803571428571429	0.888111888111888	0.816425120772947	0.706333740927648	0.926516500618245	0.64584243082319	0.722222222222222	0.869565217391304	0.779661016949153
0.7*RF+0.3*XGBoost	Fungi_vs_Cancer	0.921592775041051	0.877086267503823	0.966099282578278	0.574620259952863	0.850574712643678	0.839285714285714	0.846153846153846	0.823671497584541	0.715388822079217	0.931954173089865	0.649959204069773	0.722222222222222	0.869565217391304	0.779661016949153
0.8*RF+0.2*XGBoost	Fungi_vs_Cancer	0.911330049261084	0.862618135085617	0.96004196343655	0.580281161311339	0.839080459770115	0.839285714285714	0.839160839160839	0.822463768115942	0.713733307002618	0.931194229229267	0.644226089888452	0.75	0.869565217391304	0.796610169491525
0.9*RF+0.1*XGBoost	Fungi_vs_Cancer	0.900656814449918	0.84827411466275	0.953039514237086	0.639828439754077	0.781609195402299	0.892857142857143	0.825174825174825	0.82487922705314	0.716481293299637	0.933277160806644	0.654873677000318	0.75	0.869565217391304	0.796610169491525
RF	Fungi_vs_Cancer	0.89059934318555	0.835287222739324	0.945911463631777	0.628388650793651	0.793103448275862	0.875	0.825174825174825	0.829710144927536	0.72251020687257	0.936910082982502	0.6473	0.777777777777778	0.869565217391304	0.813559322033898
XGBoost	TB_vs_Cancer	0.939325419257584	0.895837444108234	0.982813394406934	0.515547531843185	0.919540229885057	0.901639344262295	0.912162162162162	0.777777777777778	0.656504122415439	0.899051433140116	0.524917006492615	0.833333333333333	0.68	0.770491803278688
0.1*RF+0.9*XGBoost	TB_vs_Cancer	0.959110608630111	0.928971391113344	0.989249826146878	0.502969592881394	0.942528735632184	0.868852459016393	0.912162162162162	0.866666666666667	0.779885407579403	0.953447925753931	0.618279653326519	0.666666666666667	0.92	0.770491803278688
0.2*RF+0.8*XGBoost	TB_vs_Cancer	0.964575089504428	0.937555931795625	0.991594247213232	0.525003439221455	0.931034482758621	0.934426229508197	0.932432432432432	0.872222222222222	0.788126304184872	0.956318140259572	0.626488772236492	0.666666666666667	0.92	0.770491803278688
0.3*RF+0.7*XGBoost	TB_vs_Cancer	0.964009798379499	0.937159764096666	0.990859832662332	0.541472975729394	0.896551724137931	0.950819672131147	0.918918918918919	0.881111111111111	0.800457985142311	0.961764237079911	0.611233028425035	0.722222222222222	0.88	0.786885245901639
0.4*RF+0.6*XGBoost	TB_vs_Cancer	0.960052760504993	0.931753858868014	0.988351662141973	0.562341138219293	0.873563218390805	0.967213114754098	0.912162162162162	0.884444444444444	0.805300828015065	0.963588060873824	0.670433633650674	0.611111111111111	1	0.770491803278688
0.5*RF+0.5*XGBoost	TB_vs_Cancer	0.957414735255323	0.928444468048236	0.98638500246241	0.542799206337921	0.885057471264368	0.934426229508197	0.905405405405405	0.888888888888889	0.81151751312404	0.966260264653737	0.683141453968154	0.611111111111111	1	0.770491803278688
0.6*RF+0.4*XGBoost	TB_vs_Cancer	0.952138684755983	0.921362471698587	0.982914897813378	0.611748744326571	0.816091954022989	0.983606557377049	0.885135135135135	0.888888888888889	0.811518315811533	0.966259461966245	0.684599750476111	0.638888888888889	1	0.786885245901639
0.7*RF+0.3*XGBoost	TB_vs_Cancer	0.947804786131524	0.915343969046445	0.980265603216604	0.628523747217733	0.793103448275862	0.983606557377049	0.871621621621622	0.888888888888889	0.811260933950722	0.966516843827056	0.69543265015867	0.666666666666667	1	0.80327868852459
0.8*RF+0.2*XGBoost	TB_vs_Cancer	0.941963444507255	0.907494111877636	0.976432777136873	0.607102801184618	0.827586206896552	0.950819672131147	0.878378378378378	0.888888888888889	0.811392322835249	0.966385454942529	0.70626554984123	0.666666666666667	1	0.80327868852459
