Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
20210804MCX006	0.0504333672624989	0	0.0084234169356859	0	0	0.0392384503518019	0.0168213821143157	0	0	0.0124794276174518	0.0679650463127494	0	0.0121733908436357	0.0644943764352384	0.0439162281315388	0.00629452083969351	0	0.00361180921997285	0	0.0428701746254356	0.0821814676424101	0.549096941667571	0	0.410885475363032	0.983865491362625
20210820MCX015	0.00215120064972567	0	0	0	0	0.185840958360644	0.00978801381476015	0	0.00543369695391723	0	0.0887904671650955	0	0	0.597254794620276	0.00379084888997402	0	0.000214151138974584	0	0	0.0475138240742916	0.0232359001687048	0.0359861441636371	0.047	0.166484425778788	1.09521697904372
20210915MCX009	0.0225603267006364	0	0.0025094839835374	0.00803465489851691	0.000672814256283162	0.106810891704323	0.0115224697282075	0	0	0	0.0147299150971007	0.000683349294484417	0.0353158986118566	0.445017302022545	0.0382387125252941	0.0720943887636788	0	0	0.0462544017133541	0	0.0499988277829684	0.145556562917213	0.005	0.309873305208626	0.990097643205011
20211012MCX016	0.114890723084088	0	0.00590925264901604	0	0.0297380565481138	0.0705924357342209	0.0263808193454817	0	0	0	0.0953975435620699	0	0	0.0338044258364042	0	0	0	0.0186319869841705	0	0.0566595157254765	0.0587911557531485	0.48920408477781	0.002	0.3681315999309	0.986362577028585
20211022MCX013	0.0531438842926179	0	0.00104848563786472	0.00111826509674582	0	0.107935835617107	0.0187287963362068	0	0	0	0.037474717614248	0	0	0.32314560655152	0.0152592495175018	0.0254683021078118	0	0.160929698967803	0.0317654429368873	0	0.0329304941496642	0.191051221174022	0.00800000000000001	0.303067098014353	0.981197859382319
20211101MCX015	0.0501608873640444	0	0.0050567211129755	0	0.0252548851170603	0.118562410957532	0.0141663353470768	0	0	0	0.107462243549777	0	0.0824650739123145	0.111122300668024	0	0	0	0	0	0.0387024161654202	0.0147493136666269	0.432297412139148	0	0.447313780041303	0.921795610611101
20211117MCX015	0.0718938960326029	0	0	0.0184973189045569	0	0.0625911914038194	0	0	0.0466667740385853	0	0.039877789737233	0	0	0.319676215565659	0.021964058066025	0	0	0.0674430009207851	0	0.041066733240522	0.14556136813357	0.164761653956641	0.01	0.283079362930781	0.988298343052818
20211125MCX009	0.0781106519073169	0	0.00378461944052977	0	0.03971772255857	0.18389717260631	0.00765348516003749	0	0	0.0347416520425044	0.0565430006314408	0	0	0.0562841366782028	0	0	0	0.0227321541909052	0	0.0517772990052647	0.0507069668995528	0.414051138879365	0.011	0.277476323916692	1.02161518481331
20211218MCX005	0.0832146018945971	0	0.00676316229970245	0	0.0458497242156132	0.0240076581413987	0.0167794828365375	0	0	0.0133379939187489	0.0501827007440732	0	0	0	0	0.00775932191723224	0	0.0167101570695608	0	0.0156447311898865	0.0711779767204109	0.648572489052238	0	0.424911304030782	1.00835685477248
20211224MCX012	0.0437986299894899	0	0	0	0	0.134225279208303	0.0109483067752631	0	0	0	0.09193532910057	0	0	0.0123947399389341	0	0	0	0.0248139209086768	0	0.066758150185053	0	0.61512564389371	0.003	0.359251811201952	1.04228442484802
20211229MCX017	0.0284602341462938	0	0.00384051925114783	0.0151213203749687	0	0.12868578060332	0.00111923818164765	0	0	0	0.00139075846236774	0.011208768869307	0.0740685174543173	0.316610224325698	0.0213662298979759	0.238349848385422	0.00593275839163603	0	0.046099160664348	0	0	0.10774664099155	0.005	0.310591271271007	0.977122768612777
20211230MCX012	0.0291058885473238	0	0.0039137902407944	0	0	0.266275938216265	0.00752405265938235	0	0.0075317025234774	0	0.00985458880940534	0.0187420074434492	0	0.538134845658955	0.0167515705725217	0.0264972834229636	0	0	0.0566797477881866	0	0	0.018988584117276	0.011	0.28145684536925	1.00761905096616
20220111MCX017	0.0612500965953429	0	0.0079804786626995	0.00186426100580853	0	0.0733842109597731	0.0103303314689173	0	0	0	0.0762602370273559	0	0.00442524076091563	0.0282804719555032	0	0	0	0.0202371215131647	0	0.0295817069530609	0	0.686405843097458	0	0.516598058580091	0.940525738224736
20220112MCX018	0.042541148395029	0	0	0.0181037283288824	0	0.128611057283137	0.0097188006582706	0	0	0	0.0382577682876026	0	0.0379251135428589	0.58780338363976	0.00494106382700838	0.0317075949921957	0.000211680589704304	0	0.0405164159556671	0	0	0.0596622444998842	0.014	0.244391002052161	1.04564317944016
220610MCX00019	0.0272676466186574	0	0.0091678455190823	0.00164041713651083	0.0203610636864707	0.0793519679648385	0.02367660866031	0	0	0	0.0779711841634382	0	0	0.0403685689604024	0.00246118530793846	0.00260702724495783	0	0.0140220113735444	0	0.0366256617170176	0.0458378546380886	0.618640957008743	0	0.402970674988625	1.01223015417525
220406MCX00012	0.0766540206736577	0	0.0218044308334188	0.021377625320224	0	0.1885984155714	0.0205234266682559	0	0	0	0.0124183854246738	0.0320747877171107	0.114601536180202	0.0285234886554468	0.0691348758862904	0.0545401362908968	0.00385583406980453	0	0.0650039439521824	0	0.0931009227444189	0.197788170012017	0.002	0.368863929250216	0.933363451230162
20210227MCX003	0.0247756594400585	0	0.00621704133499626	0	0	0.105284335458423	0.00631649498067373	0	0	0	0.0512770419078777	0	0	0.479937813849467	0.00367257700764037	0.0268500377717772	0.00024102530517534	0	0	0.0134775121447485	0.0348754611959461	0.247074999603216	0.012	0.272031475124263	1.03610752886855
20210313MCX003	0.0123833258794104	0	0.00299220605288431	0	0	0.175127841017883	0	0.00939650525909245	0.0261443473014502	0	0.0717999353313408	0	0	0.50545389819807	0.0224804532856945	0.0110427155509318	0	0	0	0.039424284020769	0.0734215597323169	0.0503329283701573	0.043	0.17163468796504	1.0663596647749
20210318MCX014	0.049147508361584	0	0	0	0	0.101869709572755	0.0119655851076975	0.0119815120872175	0.0146158668280269	0	0.0274175976099137	0	0	0.550293074690257	0.0201127410419657	0.0411958588994524	0.0019042420636844	0	0.0435257746060459	0	0.0564265611316997	0.0695439679997003	0.012	0.271858967255167	1.02073643657376
20210622MCX005	0.0595185195864692	0	0.00669668863348323	0	0.0364475878076263	0.0493557830555989	0.0086421057075723	0	0	0	0.0493415313283283	0	0	0	0	0.00362150390392031	0	0.00603554643027283	0	0.0289604638703769	0.0160850379205563	0.735295231755795	0.004	0.33850344948099	1.12596309329563
20210813MCX011	0.113985729934133	0	0.0143763064156558	0	0	0.126272662038895	0	0	0	0	0.0780652061402342	0	0	0.122530289986028	0.00101026631784966	0.0197350964199702	0	0	0	0.0451410438129824	0.0532148254515785	0.425668573482674	0.002	0.366573801111662	0.971463202170346
20210906MCX013	0.0618806865122368	0	0.00782506525747042	0	0	0.17442198680683	0.0198831411614104	0	0	0	0.035619372548964	0	0	0.259697719033226	0	0	0	0.0176587149584374	0	0.0143029509401422	0.0524686023584098	0.356241760422873	0.002	0.370554469008648	0.960496179740075
20210507MCX013	0.0816005352964811	0	0.00596066630577048	0	0	0.178564945840516	0.0299975856013884	0	0.00900930649756948	0	0.0755398690987806	0	0	0.0741316797238601	0	0.000976755651617512	0	0.0110466627640943	0	0.0507969669165443	0.0542149463441761	0.428160079959201	0.002	0.36951271891057	0.96680605941682
20220319MCX015	0.0527855650237764	0	0.0160706294732916	0.00638565669696191	0.00965494369542824	0.0489435339058104	0.0128900731271302	0	0.000497997697063808	0	0.10198034206813	0	0	0.0971819487783327	0	0	0	0.0190453053409541	0	0.0556379663382006	0.119587073307412	0.459338964547508	0.003	0.348732971709924	0.998145386707813
220623MCX00022	0.0653057644763681	0	0	0	0	0.157097708192785	0.0160280165603745	0	0	0	0.0437139413746011	0	0	0.0858696343161019	0	0	0	0.0179186847583555	0.00330197382221365	0	0.0705324422896043	0.540231834209596	0	0.413749996285171	0.97331679139376
20210429MCX006	0.0951388745020823	0	0.00232303834066361	0.0108158942922095	0	0.108119404595677	0.00844068062089341	0	0	0	0.0624256821101268	0	0	0.219715273851047	0.000168060161801532	0	0	0	0	0.067426154151022	0.0416969900903158	0.383729947284161	0.00600000000000001	0.308741989739107	1.00498368289057
20210429MCX007	0.0471610662002953	0	0.0116618113632777	0	0.0440539297854162	0.0304590667658475	0.0136919235736666	0	0	0.0219784903509506	0.0539272779068542	0	0	0.101347118905807	0	0	0	0.0144014245981106	0	0.0348047334793167	0.118917811577574	0.507595345492883	0	0.491862188381207	0.905971781083084
20210517MCX008	0.0532986440713687	0	0.00728628463054101	0	0.032585466402014	0.18124282639771	0.0193385462880512	0	0	0	0.0895391425173487	0	0.0131624200886073	0.38606170127171	0.0047042522445878	0.0238607903692088	0.00182917875649371	0	0	0.0364029482162439	0.00555902790068999	0.145128770845424	0.011	0.281223058840754	0.99181952992341
20210607MCX008	0.0230316160546125	0	7.26573784828261e-05	0.0174263419774295	0	0.182035188819821	0.0185423324296551	0	0	0	0.0345203066455477	0	0.0615306378907377	0.421705312475435	0	0.0964382965485003	0	0.0140228639220324	0.0320674286895795	0	0.0807070034084629	0.0179000137597035	0.025	0.210534416459961	1.02869774043019
20210618MCX006	0.0393944179034704	0	0	0	0	0.0745947920305594	0.00784889917325361	0	0	0	0.0640273048286057	0	0	0	0	0	0	0.00812521969304047	0	0.0487730458171379	0.0898871910541272	0.667349129499805	0	0.437511835026418	1.01039419385852
20210728MCX008	0.00192470216680622	0.00524930472684674	0	0.00853680226849723	0	0.122861814039978	0	0	0	0	0.0541733188434919	0	0	0.661979181798104	0	0	0.00573534296054168	0.0301580078616543	0	0.0237289561553473	0.0452544393630253	0.0403981298157073	0.014	0.247346818962576	1.06692747137234
20210805MCX008	0	0.000349028142258942	0	0.0537097472099053	0	0.217969624122578	0.0115956797985689	0	0	0	0.0473758181008989	0	0.0104640819877024	0.474633673259227	0	0.123338893254472	0	0.00187619816245983	0.0354588464389491	0	0.0189349976539274	0.00429341186905328	0.014	0.249360189992532	1.0209965971148
20210806MCX011	0.0421928991304881	0	0.0112975692607432	0	0.0251500470711209	0.0171137788793042	0.00988600473844081	0	0	0	0.051852758889338	0	0	0	0	0	0	0.0109077471964968	0	0.0183511955144928	0.0228789775888688	0.790369021730706	0.004	0.331686748814361	1.16944839413303
20210811MCX009	0.0589777846296454	0	0.0108088146194755	0	0.0397141034066963	0.0403908150027041	0.0135962687379459	0	0	0	0.0482223713438213	0	0	0.0492400980870709	0	0.00821779563142122	0	0.0109168805349656	0	0.0140295041377773	0.00220278871196201	0.703682775156514	0	0.532271909615078	0.933939285037089
